"ART_ID","TAB_NAME","TITLE","ARTIST","ADDRESS","SHORT_DESC","DESC1","DESC2","DESC3","WEBSITE","longitude","latitude","location","City_Quadrants","Ward_Boundaries","Calgary_Communities"
"P2014.001.001","Southwest","Chinook Arc","Joe O'Connell and Blessing Hancock with Creative Machines (Technical Consultant)","Barb Scott Park (12th Ave. and Ninth St. S.W.)","This artwork is an interactive, illuminated sculpture that responds to human interaction.","Illuminated at night, visitors have complete control over the lighting of the sculpture through an optical sensor that projects the movements and colors it sees onto the artwork's surface. Wave your hands, move colored objects or play a movie from your cell phone and witness the unique light sequence that takes shape.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Chinook-Arc-Public-Artwork.aspx","-114.083835239681","51.0419029214156","""(51.041902921416, -114.083835239681)""","1","14","260"
"P2014.002.001","Southwest","Charged Line","Jill Anholt","South Calgary Fire Station No. 5 (3129 14th St. S.W.)","That immediate moment when water is first released into a hose, charging it to life is represented in this multi-sculptural installation, Charged Line.","Fire station No. 5 is one of the longest functioning stations in the City of Calgary. This sculptural installation, which spans the site of the original fire station walls, makes direct reference to not only the history of this site, but also the activities the Fire Department employs for the safety of our city.","""The texture on the sculptures' columns references cloth hoses originally utilized by The Calgary Fire Department. The brass couplings located at the center and tops of the sculptures are reclaimed from retired City of Calgary fire hoses. In a manner similar to a cloth fire hose, the materials used purposefully change with age and will continue to alter in colour with exposure to the weather and time.""","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Charged-Line-Public-Artwork.aspx","-114.095029559597","51.0258152485024","""(51.025815248502, -114.095029559597)""","1","14","207"
"P2014.004.001","Southwest","Under the Helmet","Ilan Sandler","Windsor Park Fire Station (5536 4 St. S.W.)","Under the Helmet is a large aluminum sculpture of a firefighter's helmet, constructed from the characteristics of retired City of Calgary Fire hoses.","While visually simple in form, the artwork speaks to the complex relationships and dependencies that exist among firefighters and their equipment; fusing the personal protection the helmet offers and the uniform it represents into a monument to the profession.","""During his research into the firefighting community, the artist was taken with the significance this piece of equipment holds to members of the Calgary Fire Department. The helmet distinguishes the individuality of the firefighter while symbolizing membership on a team, and represents the challenges and the rewards firefighters experience while under the helmet.""","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Under-the-Helmet-Public-Artwork.aspx","-114.071361015798","51.0048143972593","""(51.004814397259, -114.071361015798)""","1","8","144"
"P2014.006.001","Northeast","Frozen River","Stephen Glassman","Emergency Operations Centre (673 First St. N.E.)","In suspended motion, like a Frozen River, this sculpture responds to Calgary's dramatic and varied landscape.","Beauty, force and nature. These elements inspired this grand sculpture, which pays tribute to the dramatic and ever-changing natural environment the Emergency Operations Centre is tasked with being responsive to.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Frozen-River-Public-Artwork.aspx","-114.060746303514","51.0575827624613","""(51.057582762461, -114.060746303514)""","4","7","266"
"P2014.007.001","Southeast","Bow Passage Overlook","Lorna Jordan","Pearce Estate Park (1440 17A St. S.E.)","This engaging environmental artwork reframes how we look at the practice of public art and its ability to impact our physical and natural spaces.","By connecting the built environment with the natural, this artwork allows visitors to reframe how they engage with urban and natural spaces.  Utilizing native plant species along with locally sourced natural materials, the Overlook provides a unique opportunity to capture Calgary's natural beauty, while highlighting the dramatic land and waterscapes our city loves to enjoy.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Bow-Passage-Overlook-Public-Art-Project.aspx","-114.014470677336","51.04319413508","""(51.04319413508, -114.014470677336)""","3","10","54"
"P2015.001.001","Northwest","Outflow","Brian Tolle Studio","Parkdale Plaza (along the Bow River at the end of 34A St. N.W.)","This inverted replica of Mount PeeChee, a mountain peak located north of Canmore along the Bow River, is the inspiration for this sculpture which merges form and function.","A memorial to the glacial origins of the Bow and its connection to shaping our community over the years, this functional sculpture allows the viewer to watch as our stormwater transitions from the urban environment back to the natural.","""With the sculpture acting as a handrail, the bridge deck and surrounding Plaza areas allow the public to take a moment to observe, reflect and consider the impact we have on our environment.""","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Memorial-Drive-Landscape-of-Memory.aspx","-114.138616908994","51.0566033512638","""(51.056603351264, -114.138616908994)""","2","7","91"
"P2015.002.001","Northwest","roger that","Bill Pechet with Gabe Daly and Sara Zonousi of Pechet Studio","Tuscany LRT Station (Tuscany Springs Boulevard and Eamon Road N.W.)","This public art installation spans both sides of Tuscany LRT station, which is in the centre of two north west communities, Rocky Ridge and Tuscany.","This work explores the way movement, position, distance and time can all influence our perception of what we see.  A series of sculptural installations merge to form two, 12 meter high sculptures, composed of 440 amber coloured safety lights. As the viewer moves throughout the site the sculptures begin to shift and change form.","""From individual poles, seemingly placed in a disordered context, to a precise circle made up of fractional elements, this engaging work is meant to foster a cross-highway dialogue; as though neighbours were chatting over a fence.""","If you're there as the sun is descending, stop and watch the lights gradually and randomly emerge to further shift and change your perception of <i>roger that</i>.","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Tuscany-LRT-Public-Art.aspx","-114.234248074739","51.1345325568427","""(51.134532556843, -114.234248074739)""","2","3","252"
"P2015.014.001","Southeast","Forest Lawn Lift Station","Sans Façon","19th Avenue and 26th Street S.E.","An LED map of bar lights make up this unique to scale representation of the wastewater pipe system in the community of Forest Lawn. Connected to sensors that monitor the flow of wastewater in the pipes, the lights change colour based on flow levels.","Identified as a WATERSHED+ initiative, this project offered a unique opportunity to integrate art within the thinking and design of a new lift station. Lead artists Sans Façon focused on the process of revealing and connecting the importance of water in our daily lives at all stages of this project.","""Lift stations are used throughout the city to lift wastewater from low-lying areas to higher areas where it can flow, using the force of gravity, to one of Calgary's wastewater treatment plants.""","This installation is housed within the structure of such a facility, thereby allowing visitors to witness a small portion of the 4,500 kilometer wastewater system.","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Forest-Lawn-Lift-Station-Public-Artwork.aspx","-113.99623713161","51.0358009163165","""(51.035800916317, -113.99623713161)""","3","12","15"
"P2015.015.001","Southeast","Ripple","Sky Spirit","12 Street S.E. by 8 Avenue S.E.(parklet)","Inspired by a River Blessing and generated in consultation with the local Inglewood community and representatives from the Blackfoot and Cree Nations, this walking circle is designed to be a meaningful vantage point from which to consider the river.","Seven pathways coil towards a central meditative space which hosts four motifs to represent the stages of life and compass points.","""Birth (east) is represented by the eagle, an otter (south) signifies youth, middle age (west) is characterized by a beaver and the buffalo (north) embodies wisdom age.""","The seven paths also represent the seven teachings of humility, respect, truth, courage, honesty, love and wisdom. There is a subtle break added to the walking circle, allowing a mythical river to symbolically flow through the circle. ","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Ripple-Public-Artwork.aspx","-114.031442705824","51.0420712754452","""(51.042071275445, -114.031442705824)""","3","10","54"
"P2015.016.001","Northwest","Collected Stories: A Tribute to Georgina Thomson Library","Kari Woo","Georgina Thomson Offices Exterior (772 Northmount Dr. N.W.)","The public artwork for the latest incarnation of this historic building aims to honour the legacy of this former library and the late `answer lady' Georgina Thomson who worked here for many years.","Kari Woo developed her public art project to purposefully bridge the former use of the site with its new purpose as a neighbourhood services office.","""Working alongside the local community and the family and friends of the late Georgina Thomson, she encouraged the exploration of the piece and its use in the new context to develop two installations that celebrate the site's past and present.""","Outside the facility, Thomson's position as a librarian at this former library building is captured through a mini-library which invites visitors to take or leave a book. Beside this is a bench, engraved with the favourite quotes of community members, encouraging visitors to stop, gather and explore.","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Georgina-Thomson-Offices-Public-Art-Project.aspx","-114.094975353798","51.0836016688357","""(51.083601668836, -114.094975353798)""","2","7","214"
"P2015.016.002","Northwest","An Exchange of Words: A Community Book Exchange","Kari Woo","Georgina Thomson Offices Interior (772 Northmount Dr. N.W.)","The public artwork for the latest incarnation of this historic building aims to honour the legacy of this former library and the late `answer lady' Georgina Thomson who worked here for many years.","Kari Woo developed her public art project to purposefully bridge the former use of the site with its new purpose as a neighbourhood services office.","""Working alongside the local community and the family and friends of the late Georgina Thomson, she encouraged the exploration of the piece and its use in the new context to develop two installations that celebrate the site's past and present.""","The interior installation features a collection of collages, inspired by items collected during a workshop, which invited Calgarians to tell the story of the building and the woman it was named after.","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Georgina-Thomson-Offices-Public-Art-Project.aspx","-114.095110058153","51.0836259123615","""(51.083625912362, -114.095110058153)""","2","7","214"
"UB1","Temporary Works","Utility Box","Joanna Jensen","Sarcee Trail N.W. at 112 Ave N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.162841841465","51.1596968032138","""(51.159696803214, -114.162841841465)""","2","3","202"
"UB10","Temporary Works","Utility Box","Bram Timmer","Country Hills Blvd. N.W. and Country Hills Drive N.W. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Bram-Timmer.aspx","-114.068677294696","51.1514831618242","""(51.151483161824, -114.068677294696)""","2","2","172"
"UB11","Temporary Works","Utility Box","Jason Scott Johnson and Nicola Yssel Johnson","Country Hills Blvd. N.W. and Country Hills Drive N.W.  (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Jason-Scott-Johnson-and-Nicola-Yssel-Johnson.aspx","-114.076982606787","51.147449873825","""(51.147449873825, -114.076982606787)""","2","2","172"
"UB12","Temporary Works","Utility Box","Jason Scott Johnson and Nicola Yssel Johnson","Country Hills Blvd. N.W. and Country Hills Square N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Jason-Scott-Johnson-and-Nicola-Yssel-Johnson.aspx","-114.073658661194","51.1482649603556","""(51.148264960356, -114.073658661194)""","2","2","172"
"UB13","Temporary Works","Utility Box","Sarah Friesen","Country Hills Blvd. N.W. and Country Hills Village Entrance (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Sarah-Friesen.aspx","-114.159663198454","51.1386192206163","""(51.138619220616, -114.159663198454)""","2","2","272"
"UB14","Temporary Works","Utility Box","Bram Timmer","Country Hills Blvd. N.E. and Harvest Hills Blvd. N (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Bram-Timmer.aspx","-114.065971817656","51.153229838599","""(51.153229838599, -114.065971817656)""","4","11","27"
"UB15","Temporary Works","Utility Box","Tiina Moore","Country Hills Blvd. N.E. and Country Village Way N.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Tiina-Moore.aspx","-114.061138073501","51.1540552743983","""(51.154055274398, -114.061138073501)""","4","11","27"
"UB16","Temporary Works","Utility Box","Tiina Moore","Country Hills Blvd. N.E. and Country Hills Town Centre (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Tiina-Moore.aspx","-114.056277724077","51.1540739083867","""(51.154073908387, -114.056277724077)""","4","11","27"
"UB17","Temporary Works","Utility Box","Tiina Moore","Country Hills Blvd. N.E. and Coventry Hills Blvd. N.E. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Tiina-Moore.aspx","-114.052343984197","51.1540524607832","""(51.154052460783, -114.052343984197)""","4","11","27"
"UB18","Temporary Works","Utility Box","Raghavendra Rao K.V.","Country Hills Blvd. N.E. and Harvest Hills Gate N.E. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Raghavendra-Rao-K.V.aspx","-114.047778933605","51.1540394423187","""(51.154039442319, -114.047778933605)""","4","11","27"
"UB19","Temporary Works","Utility Box","Raghavendra Rao K.V.","Country Hills Blvd. N.E. and Coventry Blvd. N.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Raghavendra-Rao-K.V.aspx","-114.042610505678","51.1540550089146","""(51.154055008915, -114.042610505678)""","4","11","27"
"UB2","Temporary Works","Utility Box","Ricole Fedyna","Country Hills Blvd. N.W. and Sarcee Trail N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-ricole-fedyna.aspx","-114.164730513148","51.1372570963701","""(51.13725709637, -114.164730513148)""","2","3","248"
"UB20","Temporary Works","Utility Box","Raghavendra Rao K.V.","Country Hills Blvd. N.E. and 14th Street N.E. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Raghavendra-Rao-K.V.aspx","-114.028456845769","51.1540131442037","""(51.154013144204, -114.028456845769)""","4","11","163"
"UB21","Temporary Works","Utility Box","Tiina Moore","Falconridge Blvd. N.E. at Castleridge Dr. N.E. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Tiina-Moore.aspx","-113.94943816642","51.1065860922691","""(51.106586092269, -113.94943816642)""","4","9","56"
"UB22","Temporary Works","Utility Box","Natalie McDonald","Falconridge Blvd. N.E. at Falworth Rd. N.E. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-113.95588525491","51.1029217675248","""(51.102921767525, -113.95588525491)""","4","9","56"
"UB23","Temporary Works","Utility Box","Tamara Himmelspach","14th Street and 24th Avenue N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.094859964324","51.0741164317122","""(51.074116431712, -114.094859964324)""","2","7","63"
"UB24","Temporary Works","Utility Box","David Martin (ACAD)","14th Avenue N.W. and 14th Street N.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.095594149644","51.0645648472209","""(51.064564847221, -114.095594149644)""","2","7","152"
"UB25","Temporary Works","Utility Box","Alexendria Inkster","14th Avenue N.W. and 14th Street N.W. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.093764800461","51.064309923618","""(51.064309923618, -114.093764800461)""","2","7","40"
"UB26","Temporary Works","Utility Box","Lyse Deselliers","40th Avenue N.W. and Centre Street (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.062661104963","51.0888114102446","""(51.088811410245, -114.062661104963)""","2","2","259"
"UB27","Temporary Works","Utility Box","Karen Scarlett","Fourth Street N.W. and 20th Avenue N.W. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.07143410107","51.0707549682283","""(51.070754968228, -114.07143410107)""","2","7","17"
"UB28","Temporary Works","Utility Box","Andrea Lau","Edmonton Trail N.E. and First Avenue N.E. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.050416833476","51.0533895166832","""(51.053389516683, -114.050416833476)""","4","7","137"
"UB29","Temporary Works","Utility Box","Jennifer Dobbin","Kensington Road N.W. and 10A Street N.W. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.087219614117","51.0525911196095","""(51.05259111961, -114.087219614117)""","2","7","40"
"UB3","Temporary Works","Utility Box","Katie Green","Country Hills Blvd. N.W. and Hamptons Blvd. N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Katie-Green.aspx","-114.14998475369","51.1386573619597","""(51.13865736196, -114.14998475369)""","2","2","272"
"UB30","Temporary Works","Utility Box","Daniel J. Kirk","Memorial Drive N.W. and 5a Street N.W.","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.075392884123","51.0566389450281","""(51.056638945028, -114.075392884123)""","2","7","62"
"UB31","Temporary Works","Utility Box","Daniel J. Kirk","Memorial Drive N.W. and Seventh Street N.W. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.077287431793","51.0556060432751","""(51.055606043275, -114.077287431793)""","2","7","62"
"UB32","Temporary Works","Utility Box","Sergio Gaytan","14th Street S.W. and 14th Avenue S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.09484569499","51.0405493431082","""(51.040549343108, -114.09484569499)""","1","14","136"
"UB33","Temporary Works","Utility Box","Bram Timmer","21st Avenue S.W. and 14th Street S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Bram-Timmer.aspx","-114.094883363533","51.0349214148283","""(51.034921414828, -114.094883363533)""","1","14","208"
"UB34","Temporary Works","Utility Box","Jorge Esteban Zapata Garces","21st Avenue S.W. and Fourth Street S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.071733448569","51.034305933673","""(51.034305933673, -114.071733448569)""","1","14","18"
"UB35","Temporary Works","Utility Box","Jorge Esteban Zapata Garces","24th Avenue S.W. and Fourth Street S.W. (N.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.071336777398","51.0316047800552","""(51.031604780055, -114.071336777398)""","1","14","297"
"UB36","Temporary Works","Utility Box","Jorge Esteban Zapata Garces","25th Avenue S.W. and 5th Street S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.073443552464","51.030442226968","""(51.030442226968, -114.073443552464)""","1","14","18"
"UB37","Temporary Works","Utility Box","Bram Timmer","26th Avenue S.W. at 14th Street S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Bram-Timmer.aspx","-114.094845785789","51.0305173746429","""(51.030517374643, -114.094845785789)""","1","14","208"
"UB38","Temporary Works","Utility Box","Sandra Vida","26th Avenue S.W. at 29th Street S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.129756541155","51.0299828364144","""(51.029982836414, -114.129756541155)""","1","14","182"
"UB39","Temporary Works","Utility Box","Emma Bresola","26th Avenue S.W. at 33rd Street S.W. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.135111195292","51.029983830816","""(51.029983830816, -114.135111195292)""","1","14","182"
"UB4","Temporary Works","Utility Box","Sarah Friesen","Country Hills Blvd. N.W. and Edgepark Blvd. N.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Sarah-Friesen.aspx","-114.157369816032","51.1385773556246","""(51.138577355625, -114.157369816032)""","2","2","272"
"UB40","Temporary Works","Utility Box","Bram Timmer","26th Avenue S.W. at 37th Street S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Artist-Roster-Bram-Timmer.aspx","-114.14131589557","51.0299279219381","""(51.029927921938, -114.14131589557)""","1","1","298"
"UB41","Temporary Works","Utility Box","Kim Smith","33 Street S.W. and 14th Avenue S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.135659155922","51.0399938743164","""(51.039993874316, -114.135659155922)""","1","14","281"
"UB42","Temporary Works","Utility Box","Emma Bresola","13th Avenue S.W. and 37th Street S.W. (N.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.141409532231","51.0415689890648","""(51.041568989065, -114.141409532231)""","1","14","281"
"UB43","Temporary Works","Utility Box","Lisa Tornack","Bow Trail S.W. at 33rd Street S.W. (S.W. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.135692861794","51.0413324099554","""(51.041332409955, -114.135692861794)""","1","14","281"
"UB44","Temporary Works","Utility Box","Lisa Tornack","Bow Trail S.W. at 37th Street S.W. (N.W.)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.141417895401","51.0453838769918","""(51.045383876992, -114.141417895401)""","1","14","118"
"UB45","Temporary Works","Utility Box","Kim Smith","Bow Trail S.W. at Rosscarrock Gate S.W. (S.E. corner)","","The Utility Box Program started in 2010 as a pilot project initiated by The City of Calgary Roads. Initially conceived as a highly successful graffiti abatement measure, widespread popularity enabled the program to grow and become permanent in 2011.","","","https://www.calgary.ca/CSPS/Recreation/Pages/Public-Art/Utility-Box-Public-Art-Program.aspx","-114.146928586352","51.0468309302943","""(51.046830930294, -114.146928586352)""","1","14","281"
